cuit;razon_social;region;id_provincia;provincia;localidad;numero_acto;fecha_acto_administrativo;fecha_boletin_oficial
30714722448;Servicios De SuscripciÃ³n Digitales SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;6E;19/1/2018;22/1/2018
30715191357;Dynamo Creative SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;5E;19/1/2018;22/1/2018
30715204416;Next Flow SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;8E;22/1/2018;24/1/2018
30704937314;Technisys SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;15E;29/1/2018;31/1/2018
30715194259;Location Intelligence SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;14E;29/1/2018;31/1/2018
33714784329;Ar Media Services S.A;Pampeana;6;Buenos Aires;Vicente Lopez;10E;29/1/2018;31/1/2018
30676235309;Ases Consulting SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;18E;30/1/2018;1/2/2018
30709998796;Carena Sistemas SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;16E;30/1/2018;1/2/2018
30715178873;Mapplics SRL;Pampeana;82;Santa Fe;Rosario;17E;30/1/2018;1/2/2018
30711293163;DbGroup SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Palermo;177E;10/2/2018;10/4/2018
30708748605;Integral Software SRL;Noreste;30;Entre Rios;Parana;152E;5/3/2018;7/5/2018
30711604029;Planifi-K Logistics Solutions SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;151E;5/3/2018;7/5/2018
30710404069;Flux It SA;Pampeana;6;Buenos Aires;La Plata;80E;14/3/2018;15/3/2018
30714549851;Increasecard SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;81E;15/3/2018;19/3/2018
30712455655;Go Commerce SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;85E;23/3/2018;27/3/2018
30710132824;Y2K Networks SA;Pampeana;14;Cordoba;Cordoba;97E;13/4/2018;16/4/2018
30714496421;The Amalgama SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;98E;13/4/2018;16/4/2018
30714962910;Darwoft;Pampeana;14;Cordoba;Cordoba;127E;18/4/2018;19/4/2018
30714847593;Nubeliu Argentina SRL;Pampeana;6;Buenos Aires;Martinez;136E;24/4/2018;25/4/2018
30714672661;Assertia Solutions SA;Pampeana;6;Buenos Aires;Bahia Blanca;390E;16/5/2018;18/7/2018
30685816179;C-Net SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;175E;21/5/2018;23/5/2018
30710761678;D.L.R. SA;Pampeana;14;Cordoba;Cordoba;214E;31/5/2018;4/6/2018
30714029378;Vn Studios SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;93E;4/6/2018;9/4/2018
30712019359;Linkedstore Argentina SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;304E;25/6/2018;27/6/2018
30714292311;Bethink SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;314E;28/6/2018;29/6/2018
30710508735;Soflex SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;322E;29/6/2018;3/7/2018
30711961085;Tips SA;Pampeana;14;Cordoba;Cordoba;379E;13/7/2018;17/7/2018
30715137026;Cti Consultores Asociados SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;428E;23/7/2018;25/7/2018
30715166522;Alas It SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;427E;23/7/2018;25/7/2018
30627389899;Tecno Accion SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;484E;31/7/2018;2/8/2018
30711811725;Ecoclimasol SA;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;485E;31/7/2018;2/8/2018
30710276699;Extend It SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;493E;6/8/2018;8/8/2018
30712336427;Sfs SRL;Pampeana;82;Santa Fe;Ruinas Santa Fe La Vieja;506E;9/8/2018;13/8/2018
30618539225;Buffa Sistemas SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;557E;15/8/2018;17/8/2018
30711325200;Oneloop SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;546E;15/8/2018;17/8/2018
30712363084;Fizzmod SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;551E;15/8/2018;17/8/2018
30715253727;Brave New Technology SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;533E;15/8/2018;16/8/2018
30715163515;Ayres It SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;559E;16/8/2018;21/8/2018
33715554769;Out of the box;Pampeana;6;Buenos Aires;La Plata;574E;23/8/2018;27/8/2018
30711402450;Tenaxsoft SRL;Pampeana;2;Ciudad Autonoma Buenos Aires;Ciudad Autonoma De Buenos Aires;95E;4/9/2018;11/4/2018
30709936251;ZAUBER S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Palermo;148E;27/9/2018;28/9/2018
30710559658;OPRATEL S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Mataderos;318E;17/10/2018;19/10/2018
30714774529;QG SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Palermo;342E;22/10/2018;23/10/2018
30694376297;Kapsch TrafficCom Argentina;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;355E;23/10/2018;24/10/2018
30707558373;Lagash Systems S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Caballito;381;25/10/2018;29/10/2018
30711601178;YALVATAR SA;Noroeste;38;Jujuy;San Salvador de Jujuy;383;25/10/2018;29/10/2018
30714287539;CYSC S.R.L.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;378;25/10/2018;29/10/2018
30715191942;IANTECH SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;407E;1/11/2018;11/2/2018
30708954639;AR CONSULTORE S.R.L.;Pampeana;14;Cordoba;Córdoba;423E;6/11/2018;11/7/2018
30708311266;UNIENDO MERCADOS SA;Pampeana;2;Ciudad Autonoma De Buenos Aires;Monserrat;432;7/11/2018;9/11/2018
30714976180;VONPIX SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;448;12/11/2018;11/14/2018
30707523839;LUMINA AMERICAS S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Recoleta;458E;20/11/2018;26/11/2018
30711338345;Trinomio Software Factory SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;San Nicolás;461;23/11/2018;27/11/2018
30646029720;WUNDERMAN CATO JOHNSON S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Nuñez;464;27/11/2018;28/11/2018
30714767573;YOP S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;465;27/11/2018;29/11/2018
30714719943;CONTAGRAM ARGENTINA S.R.L.;Pampeana;2;Ciudad Autonoma De Buenos Aires;San Nicolás;532;7/12/2018;12/11/2018
30711661820;INCLUSION SERVICES S.A.;Pampeana;6;Buenos Aires;Tigre;16E;9/12/2018;9/13/2018
30714075477;Atix Labs;Pampeana;2;Ciudad Autonoma De Buenos Aires;Chacarita;551E;11/12/2018;12/12/2018
30710898096;Sigma It Solutions;Pampeana;6;Buenos Aires;Campana;576;13/12/2018;17/12/2018
33715683119;WIDERGY SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Palermo;590;14/12/2018;18/12/2018
30715378406;ELEMENTUM SCM ARGENTINA SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Retiro;596E;17/12/2018;19/12/2018
30715213083;ENVIOPACK S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Nuñez;620E;19/12/2018;21/12/2018
30659514628;ALMUNDO.COM S.R.L.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Retiro;633E;20/12/2018;26/12/2018
30707583696;Marketec Targeted Solutions S.A.;Pampeana;6;Buenos Aires;San Isidro;649;26/12/2018;28/12/2018
30715769065;Basecodeit Argentina SRL;Pampeana;6;Buenos Aires;Lanús;22;15/1/2019;17/1/2019
33715740309;Argentalent SAS;Pampeana;2;Ciudad Autonoma De Buenos Aires;Palermo;37;16/1/2019;18/1/2019
30711053669;GADIK SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Villa Devoto;47;17/1/2019;21/1/2019
30715104187;TPM Pro;Pampeana;2;Ciudad Autonoma De Buenos Aires;Constitución;50;18/1/2019;22/1/2019
30712247114;Leaducate S.A;Pampeana;2;Ciudad Autonoma De Buenos Aires;Belgrano;66;28/1/2019;30/1/2019
30715252402;URUPE SAS;Noreste;22;Chaco;Resistencia;108;18/2/2019;12/2/2019
33710328809;TEKii SRL;Pampeana;2;Ciudad Autonoma De Buenos Aires;Villa Urquiza;145;22/2/2019;26/2/2019
30715278266;ConsorcioAbierto SRL;Pampeana;6;Buenos Aires;Bahía Blanca;151;1/3/2019;7/3/2019
30711778043;THARSIS IT ARGENTINA S.A.;Pampeana;6;Buenos Aires;San Miguel;190;13/3/2019;15/3/2019
30715016970;KICKSER S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Puerto Madero;200;14/3/2019;18/3/2019
30707023437;HANDCRAFT ARGENTINA;Pampeana;6;Buenos Aires;Bernal Oeste;204;21/3/2019;25/3/2019
30711022623;INFINITELOOP S.A.;Pampeana;6;Buenos Aires;Ramos Mejía;205;21/3/2019;25/3/2019
30714547883;PC NET S.A.;Pampeana;6;Buenos Aires;La Plata;203;21/3/2019;25/3/2019
30661938168;AMTEK S.R.L.;Pampeana;6;Buenos Aires;Olivos;240;13/5/2019;15/5/2019
33711477239;VR4 S.A.;Pampeana;2;Ciudad Autonoma De Buenos Aires;Puerto Madero;243;14/5/2019;16/5/2019
